DID,turns,emotion,set
MPATHY-023233,3,impressed,train
MPATHY-023234,3,devastated,train
MPATHY-023236,5,anticipating,train
MPATHY-023237,4,grateful,train
MPATHY-023239,3,apprehensive,train
MPATHY-023240,3,hopeful,train
MPATHY-023241,3,nostalgic,train
MPATHY-023242,3,lonely,train
MPATHY-023243,3,disappointed,train
MPATHY-023244,3,sentimental,train
MPATHY-023245,3,disgusted,train
MPATHY-023246,3,jealous,train
MPATHY-023247,3,content,train
MPATHY-023248,3,anticipating,train
MPATHY-023250,5,lonely,train
MPATHY-023251,5,apprehensive,train
MPATHY-023252,3,anxious,train
MPATHY-023253,3,apprehensive,train
MPATHY-023254,3,proud,train
MPATHY-023256,4,sad,train
MPATHY-023257,3,confident,train
MPATHY-023258,3,embarrassed,train
MPATHY-023259,3,content,train
MPATHY-023260,3,terrified,train
MPATHY-023262,4,annoyed,train
MPATHY-023263,3,ashamed,train
MPATHY-023264,3,devastated,train
MPATHY-023267,3,caring,train
MPATHY-023268,3,faithful,train
MPATHY-023269,3,trusting,train
MPATHY-023271,3,embarrassed,train
MPATHY-023272,4,trusting,train
MPATHY-023273,3,anticipating,train
MPATHY-023274,3,furious,train
MPATHY-023275,4,sentimental,train
MPATHY-023276,3,faithful,train
MPATHY-023277,3,content,train
MPATHY-023279,3,jealous,train
MPATHY-023280,3,joyful,train
MPATHY-023281,3,trusting,train
MPATHY-023282,3,nostalgic,train
MPATHY-023284,3,content,train
MPATHY-023285,3,sentimental,train
MPATHY-023286,3,hopeful,train
MPATHY-023287,3,devastated,train
MPATHY-023288,3,furious,train
MPATHY-023289,3,caring,train
MPATHY-023290,3,trusting,train
MPATHY-023291,3,apprehensive,train
MPATHY-023292,3,excited,train
MPATHY-023293,4,sentimental,train
MPATHY-023294,3,ashamed,train
MPATHY-023295,3,devastated,train
MPATHY-023296,3,anticipating,train
MPATHY-023297,4,angry,train
MPATHY-023298,3,sentimental,train
MPATHY-023299,3,apprehensive,train
MPATHY-023300,3,sentimental,train
MPATHY-023301,3,apprehensive,train
MPATHY-023302,3,jealous,train
MPATHY-023303,3,surprised,train
MPATHY-023305,4,proud,train
MPATHY-023306,3,caring,train
MPATHY-023308,4,excited,train
MPATHY-023309,3,impressed,train
MPATHY-023310,3,hopeful,train
MPATHY-023312,3,sentimental,train
MPATHY-023313,3,anxious,train
MPATHY-023314,3,embarrassed,train
MPATHY-023315,3,content,train
MPATHY-023316,3,content,train
MPATHY-023317,3,faithful,train
MPATHY-023318,3,jealous,train
MPATHY-023319,3,confident,train
MPATHY-023320,3,afraid,train
MPATHY-023321,3,anticipating,train
MPATHY-023322,4,afraid,train
MPATHY-023323,3,impressed,train
MPATHY-023324,3,confident,train
MPATHY-023325,4,ashamed,train
MPATHY-023327,3,prepared,train
MPATHY-023328,7,content,train
MPATHY-023329,7,surprised,train
MPATHY-023330,3,grateful,train
MPATHY-023331,3,prepared,train
MPATHY-023333,3,furious,train
MPATHY-023334,3,apprehensive,train
MPATHY-023335,4,trusting,train
MPATHY-023336,3,caring,train
MPATHY-023337,3,caring,train
MPATHY-023339,4,ashamed,train
MPATHY-023340,4,nostalgic,train
MPATHY-023341,3,hopeful,train
MPATHY-023343,3,furious,train
MPATHY-023344,4,embarrassed,train
MPATHY-023345,7,terrified,train
MPATHY-023346,3,disappointed,train
MPATHY-023347,3,embarrassed,train
MPATHY-023348,3,impressed,train
MPATHY-023349,3,embarrassed,train
MPATHY-023350,4,caring,train
MPATHY-023352,3,anxious,train
MPATHY-023353,3,confident,train
MPATHY-023354,3,disgusted,train
MPATHY-023355,3,disappointed,train
MPATHY-023356,3,lonely,train
MPATHY-023357,3,devastated,train
MPATHY-023358,3,anticipating,train
MPATHY-023359,3,ashamed,train
MPATHY-023360,3,furious,train
MPATHY-023361,3,terrified,train
MPATHY-023362,3,content,train
MPATHY-023363,3,guilty,train
MPATHY-023364,4,annoyed,train
MPATHY-023365,3,trusting,train
MPATHY-023366,3,apprehensive,train
MPATHY-023367,3,hopeful,train
MPATHY-023368,4,trusting,train
MPATHY-023369,3,afraid,train
MPATHY-023370,3,joyful,train
MPATHY-023372,3,terrified,train
MPATHY-023373,3,impressed,train
MPATHY-023374,3,ashamed,train
MPATHY-023375,3,angry,train
MPATHY-023376,3,embarrassed,train
MPATHY-023377,3,ashamed,train
MPATHY-023380,3,trusting,train
MPATHY-023381,3,proud,train
MPATHY-023382,3,sentimental,train
MPATHY-023383,4,sentimental,train
MPATHY-023384,3,grateful,train
MPATHY-023385,3,hopeful,train
MPATHY-023386,4,apprehensive,train
MPATHY-023389,4,devastated,train
MPATHY-023390,4,faithful,train
MPATHY-023391,3,devastated,train
MPATHY-023392,3,caring,train
MPATHY-023393,7,caring,train
MPATHY-023394,3,excited,train
MPATHY-023396,3,disappointed,train
MPATHY-023398,4,content,train
MPATHY-023399,3,devastated,train
MPATHY-023400,3,sentimental,train
MPATHY-023401,4,embarrassed,train
MPATHY-023402,3,surprised,train
MPATHY-023403,3,nostalgic,train
MPATHY-023404,3,anticipating,train
MPATHY-023405,3,content,train
MPATHY-023406,3,sad,train
MPATHY-023408,7,anticipating,train
MPATHY-023409,4,trusting,train
MPATHY-023410,3,grateful,train
MPATHY-023411,3,sentimental,train
MPATHY-023412,4,nostalgic,train
MPATHY-023413,4,jealous,train
MPATHY-023415,3,anticipating,train
MPATHY-023416,4,caring,train
MPATHY-023417,3,sad,train
MPATHY-023418,4,anticipating,train
MPATHY-023419,3,disappointed,train
MPATHY-023420,3,devastated,train
MPATHY-023421,3,disgusted,train
MPATHY-023423,3,embarrassed,train
MPATHY-023424,3,content,train
MPATHY-023426,3,disgusted,train
MPATHY-023427,4,apprehensive,train
MPATHY-023428,4,trusting,train
MPATHY-023430,3,annoyed,train
MPATHY-023431,3,confident,train
MPATHY-023433,3,anticipating,train
MPATHY-023434,3,confident,train
MPATHY-023435,3,caring,train
MPATHY-023436,4,disgusted,train
MPATHY-023437,3,trusting,train
MPATHY-023440,4,devastated,train
MPATHY-023441,3,ashamed,train
MPATHY-023442,3,anxious,train
MPATHY-023443,4,ashamed,train
MPATHY-023445,3,prepared,train
MPATHY-023446,3,terrified,train
MPATHY-023447,3,terrified,train
MPATHY-023448,3,anxious,train
MPATHY-023449,4,prepared,train
MPATHY-023450,3,furious,train
MPATHY-023452,3,content,train
MPATHY-023453,3,apprehensive,train
MPATHY-023454,3,disgusted,train
MPATHY-023455,4,embarrassed,train
MPATHY-023457,3,lonely,train
MPATHY-023458,4,disappointed,train
MPATHY-023459,3,embarrassed,train
MPATHY-023460,3,nostalgic,train
MPATHY-023461,4,caring,train
MPATHY-023462,3,confident,train
MPATHY-023464,3,anticipating,train
MPATHY-023465,3,proud,train
MPATHY-023466,3,devastated,train
MPATHY-023467,3,hopeful,train
MPATHY-023468,3,caring,train
MPATHY-023469,3,excited,train
MPATHY-023470,4,disgusted,train
MPATHY-023472,3,nostalgic,train
MPATHY-023474,3,sentimental,train
MPATHY-023476,3,ashamed,train
MPATHY-023477,3,furious,train
MPATHY-023478,4,content,train
MPATHY-023479,3,prepared,train
MPATHY-023480,3,disgusted,train
MPATHY-023481,3,furious,train
MPATHY-023482,3,disgusted,train
MPATHY-023483,3,surprised,train
MPATHY-023484,3,jealous,train
MPATHY-023485,3,hopeful,train
MPATHY-023486,3,sentimental,train
MPATHY-023487,3,content,train
MPATHY-023488,3,ashamed,train
MPATHY-023489,3,guilty,train
MPATHY-023490,3,angry,train
MPATHY-023491,3,apprehensive,train
MPATHY-023492,3,nostalgic,train
MPATHY-023493,3,guilty,train
MPATHY-023494,3,joyful,train
MPATHY-023495,4,sentimental,train
MPATHY-023496,4,anxious,train
MPATHY-023497,3,embarrassed,train
MPATHY-023498,3,embarrassed,train
MPATHY-023501,3,apprehensive,train
MPATHY-023502,4,terrified,train
MPATHY-023504,4,anticipating,train
MPATHY-023505,3,terrified,train
MPATHY-023506,3,anticipating,train
MPATHY-023507,3,trusting,train
MPATHY-023508,3,jealous,train
MPATHY-023509,3,anticipating,train
MPATHY-023510,3,trusting,train
MPATHY-023511,3,hopeful,train
MPATHY-023513,4,jealous,train
MPATHY-023514,3,confident,train
MPATHY-023516,3,sentimental,train
MPATHY-023517,3,content,train
MPATHY-023518,3,anticipating,train
MPATHY-023519,3,sentimental,train
MPATHY-023521,3,guilty,train
MPATHY-023523,3,jealous,train
MPATHY-023525,3,devastated,train
MPATHY-023527,4,disappointed,train
MPATHY-023528,3,sentimental,train
MPATHY-023529,3,confident,train
MPATHY-023530,3,prepared,train
MPATHY-023531,3,disgusted,train
MPATHY-023533,3,anxious,train
MPATHY-023534,3,furious,train
MPATHY-023535,3,disappointed,train
MPATHY-023536,3,devastated,train
MPATHY-023538,3,terrified,train
MPATHY-023539,3,anxious,train
MPATHY-023540,3,prepared,train
MPATHY-023541,3,nostalgic,train
MPATHY-023542,3,trusting,train
MPATHY-023543,3,furious,train
MPATHY-023544,3,terrified,train
MPATHY-023546,3,terrified,train
MPATHY-023547,3,trusting,train
MPATHY-023548,3,apprehensive,train
MPATHY-023549,4,embarrassed,train
MPATHY-023550,3,sentimental,train
MPATHY-023551,3,hopeful,train
MPATHY-023552,3,nostalgic,train
MPATHY-023553,3,anxious,train
MPATHY-023554,3,guilty,train
MPATHY-023555,3,devastated,train
MPATHY-023556,3,faithful,train
MPATHY-023557,4,guilty,train
MPATHY-023558,4,confident,train
MPATHY-023559,3,content,train
MPATHY-023561,3,disappointed,train
MPATHY-023562,3,impressed,train
MPATHY-023563,3,disappointed,train
MPATHY-023564,3,anxious,train
MPATHY-023565,3,embarrassed,train
MPATHY-023566,3,confident,train
MPATHY-023567,4,joyful,train
MPATHY-023568,4,nostalgic,train
MPATHY-023569,4,disgusted,train
MPATHY-023570,3,disgusted,train
MPATHY-023572,3,anxious,train
MPATHY-023573,4,anticipating,train
MPATHY-023574,3,furious,train
MPATHY-023575,3,terrified,train
MPATHY-023576,3,afraid,train
MPATHY-023577,3,grateful,train
MPATHY-023578,3,nostalgic,train
MPATHY-023579,3,jealous,train
MPATHY-023580,3,anxious,train
MPATHY-023581,3,jealous,train
MPATHY-023582,3,ashamed,train
MPATHY-023583,4,prepared,train
MPATHY-023585,3,impressed,train
MPATHY-023586,3,caring,train
MPATHY-023587,3,hopeful,train
MPATHY-023588,6,grateful,train
MPATHY-023589,3,disappointed,train
MPATHY-023591,3,sad,train
MPATHY-023592,3,disgusted,train
MPATHY-023593,4,terrified,train
MPATHY-023594,4,prepared,train
MPATHY-023595,3,lonely,train
MPATHY-023596,3,anxious,train
MPATHY-023597,4,lonely,train
MPATHY-023598,3,jealous,train
MPATHY-023599,4,annoyed,train
MPATHY-023600,3,guilty,train
MPATHY-023601,3,terrified,train
MPATHY-023602,3,anxious,train
MPATHY-023603,3,annoyed,train
MPATHY-023604,3,angry,train
MPATHY-023605,3,sad,train
MPATHY-023606,5,joyful,train
MPATHY-023607,4,guilty,train
MPATHY-023609,3,afraid,train
MPATHY-023610,3,confident,train
MPATHY-023611,4,joyful,train
MPATHY-023612,3,joyful,train
MPATHY-023613,4,furious,train
MPATHY-023615,3,prepared,train
MPATHY-023616,3,afraid,train
MPATHY-023617,4,excited,train
MPATHY-023618,3,furious,train
MPATHY-023619,4,nostalgic,train
MPATHY-023622,3,sentimental,train
MPATHY-023623,3,impressed,train
MPATHY-023625,4,surprised,train
MPATHY-023627,3,grateful,train
MPATHY-023628,3,angry,train
MPATHY-023629,6,hopeful,train
MPATHY-023630,3,apprehensive,train
MPATHY-023631,3,lonely,train
MPATHY-023632,4,ashamed,train
MPATHY-023633,3,caring,train
MPATHY-023634,3,sad,train
MPATHY-023635,4,disappointed,train
MPATHY-023636,3,apprehensive,train
MPATHY-023637,3,embarrassed,train
MPATHY-023638,5,afraid,train
MPATHY-023639,3,trusting,train
MPATHY-023640,3,annoyed,train
MPATHY-023641,4,disgusted,train
MPATHY-023643,4,devastated,train
MPATHY-023644,4,devastated,train
MPATHY-023645,5,caring,train
MPATHY-023646,3,content,train
MPATHY-023647,3,angry,train
MPATHY-023648,3,jealous,train
MPATHY-023649,3,proud,train
MPATHY-023650,3,embarrassed,train
MPATHY-023651,4,terrified,train
MPATHY-023652,3,excited,train
MPATHY-023654,3,impressed,train
MPATHY-023655,4,anticipating,train
MPATHY-023656,3,confident,train
MPATHY-023658,4,grateful,train
MPATHY-023659,3,surprised,train
MPATHY-023660,3,jealous,train
MPATHY-023661,3,faithful,train
MPATHY-023662,3,anticipating,train
MPATHY-023663,3,hopeful,train
MPATHY-023665,3,confident,train
MPATHY-023666,4,caring,train
MPATHY-023667,3,lonely,train
MPATHY-023669,3,content,train
MPATHY-023670,3,apprehensive,train
MPATHY-023671,3,content,train
MPATHY-023673,4,embarrassed,train
MPATHY-023674,3,sad,train
MPATHY-023675,3,trusting,train
MPATHY-023676,3,embarrassed,train
MPATHY-023677,4,trusting,train
MPATHY-023678,3,annoyed,train
MPATHY-023680,3,sentimental,train
MPATHY-023681,4,anticipating,train
MPATHY-023682,4,guilty,train
MPATHY-023684,3,anticipating,train
MPATHY-023686,3,proud,train
MPATHY-023689,3,devastated,train
MPATHY-023690,7,jealous,train
MPATHY-023691,4,joyful,train
MPATHY-023692,3,content,train
MPATHY-023694,4,jealous,train
MPATHY-023698,3,embarrassed,train
MPATHY-023700,3,anticipating,train
MPATHY-023701,3,confident,train
MPATHY-023702,4,afraid,train
MPATHY-023704,4,confident,train
MPATHY-023707,3,jealous,train
MPATHY-023708,3,confident,train
MPATHY-023709,3,sentimental,train
MPATHY-023711,3,prepared,train
MPATHY-023713,6,impressed,train
MPATHY-023715,3,prepared,train
MPATHY-023716,3,devastated,train
MPATHY-023719,3,furious,train
MPATHY-023720,3,nostalgic,train
MPATHY-023721,3,nostalgic,train
MPATHY-023722,3,caring,train
MPATHY-023724,3,sentimental,train
MPATHY-023725,3,prepared,train
MPATHY-023726,3,embarrassed,train
MPATHY-023728,3,hopeful,train
MPATHY-023731,4,lonely,train
MPATHY-023733,3,disappointed,train
MPATHY-023735,3,disappointed,train
MPATHY-023736,3,anticipating,train
MPATHY-023737,3,disgusted,train
MPATHY-023739,4,sad,train
MPATHY-023740,3,nostalgic,train
MPATHY-023741,3,disgusted,train
MPATHY-023742,3,furious,train
MPATHY-023743,3,anxious,train
MPATHY-023744,3,anxious,train
MPATHY-023747,4,embarrassed,train
MPATHY-023748,3,jealous,train
MPATHY-023749,3,hopeful,train
MPATHY-023750,3,terrified,train
MPATHY-023751,3,disappointed,train
MPATHY-023752,3,guilty,train
MPATHY-023753,4,faithful,train
MPATHY-023754,3,disgusted,train
MPATHY-023755,3,jealous,train
MPATHY-023756,4,annoyed,train
MPATHY-023757,3,confident,train
MPATHY-023758,3,joyful,train
MPATHY-023759,3,disgusted,train
MPATHY-023760,3,anxious,train
MPATHY-023761,3,faithful,train
MPATHY-023762,3,disappointed,train
MPATHY-023763,3,hopeful,train
MPATHY-023764,3,nostalgic,train
MPATHY-023766,4,proud,train
MPATHY-023767,3,furious,train
MPATHY-023769,3,content,train
MPATHY-023770,3,furious,train
MPATHY-023771,3,anxious,train
MPATHY-023772,4,disappointed,train
MPATHY-023774,3,anxious,train
MPATHY-023775,3,prepared,train
MPATHY-023776,3,terrified,train
MPATHY-023777,4,furious,train
MPATHY-023778,3,terrified,train
MPATHY-023779,3,embarrassed,train
MPATHY-023780,3,impressed,train
MPATHY-023781,3,joyful,train
MPATHY-023782,3,afraid,train
MPATHY-023785,3,terrified,train
MPATHY-023786,3,afraid,train
MPATHY-023787,3,nostalgic,train
MPATHY-023789,3,impressed,train
MPATHY-023790,3,guilty,train
MPATHY-023791,3,grateful,train
MPATHY-023792,3,lonely,train
MPATHY-023793,3,anticipating,train
MPATHY-023794,4,grateful,train
MPATHY-023796,3,hopeful,train
MPATHY-023797,3,joyful,train
MPATHY-023798,3,sad,train
MPATHY-023799,3,guilty,train
MPATHY-023800,3,annoyed,train
MPATHY-023802,3,afraid,train
MPATHY-023803,3,lonely,train
MPATHY-023804,3,trusting,train
MPATHY-023805,4,jealous,train
MPATHY-023808,3,excited,train
MPATHY-023809,4,impressed,train
MPATHY-023810,3,proud,train
MPATHY-023811,3,afraid,train
MPATHY-023812,3,faithful,train
MPATHY-023813,3,grateful,train
MPATHY-023814,3,trusting,train
MPATHY-023816,3,surprised,train
MPATHY-023817,3,confident,train
MPATHY-023818,3,faithful,train
MPATHY-023819,4,ashamed,train
MPATHY-023820,3,trusting,train
MPATHY-023821,3,lonely,train
MPATHY-023822,3,sentimental,train
MPATHY-023823,3,joyful,train
MPATHY-023824,3,angry,train
MPATHY-023825,3,devastated,train
MPATHY-023826,3,ashamed,train
MPATHY-023828,3,devastated,train
MPATHY-023829,3,prepared,train
MPATHY-023830,3,grateful,train
MPATHY-023831,3,apprehensive,train
MPATHY-023832,3,sad,train
MPATHY-023833,3,caring,train
MPATHY-023834,3,apprehensive,train
MPATHY-023836,3,embarrassed,train
MPATHY-023838,3,embarrassed,train
MPATHY-023839,4,furious,train
MPATHY-023841,3,faithful,train
MPATHY-023842,3,jealous,train
MPATHY-023844,3,annoyed,train
MPATHY-023846,3,anticipating,train
MPATHY-023850,3,confident,train
MPATHY-023852,3,content,train
MPATHY-023853,3,impressed,train
MPATHY-023857,6,ashamed,train
MPATHY-023861,3,sad,train
MPATHY-023862,3,annoyed,train
MPATHY-023863,3,nostalgic,train
MPATHY-023865,4,faithful,train
MPATHY-023866,3,proud,train
MPATHY-023867,3,apprehensive,train
MPATHY-023868,3,apprehensive,train
MPATHY-023871,3,lonely,train
MPATHY-023872,7,faithful,train
MPATHY-023873,7,sentimental,train
MPATHY-023874,4,apprehensive,train
MPATHY-023875,3,surprised,train
MPATHY-023876,3,disgusted,train
MPATHY-023877,3,excited,train
MPATHY-023878,3,angry,train
MPATHY-023879,4,caring,train
MPATHY-023881,3,ashamed,train
MPATHY-023883,4,content,train
MPATHY-023884,4,excited,train
MPATHY-023885,3,apprehensive,train
MPATHY-023886,7,surprised,train
MPATHY-023887,7,anticipating,train
MPATHY-023888,3,faithful,train
MPATHY-023889,4,anxious,train
MPATHY-023890,3,terrified,train
MPATHY-023891,3,apprehensive,train
MPATHY-023892,3,ashamed,train
MPATHY-023893,3,jealous,train
MPATHY-023894,4,confident,train
MPATHY-023895,3,confident,train
MPATHY-023896,3,caring,train
MPATHY-023897,3,confident,train
MPATHY-023898,3,prepared,train
MPATHY-023899,3,guilty,train
MPATHY-023900,4,prepared,train
MPATHY-023901,3,anticipating,train
MPATHY-023902,3,caring,train
MPATHY-023903,3,devastated,train
MPATHY-023904,3,furious,train
MPATHY-023905,3,anticipating,train
MPATHY-023906,3,jealous,train
MPATHY-023907,3,apprehensive,train
MPATHY-023908,3,prepared,train
MPATHY-023909,4,furious,train
MPATHY-023910,3,nostalgic,train
MPATHY-023911,3,content,train
MPATHY-023913,3,jealous,train
MPATHY-023914,3,furious,train
MPATHY-023915,3,trusting,train
MPATHY-023916,3,sad,train
MPATHY-023918,3,prepared,train
MPATHY-023919,4,nostalgic,train
MPATHY-023920,3,confident,train
MPATHY-023921,3,apprehensive,train
MPATHY-023923,3,trusting,train
MPATHY-023925,3,furious,train
MPATHY-023926,3,embarrassed,train
MPATHY-023927,3,annoyed,train
MPATHY-023928,3,nostalgic,train
MPATHY-023929,3,prepared,train
MPATHY-023931,3,hopeful,train
MPATHY-023932,3,devastated,train
MPATHY-023933,3,sentimental,train
MPATHY-023934,3,nostalgic,train
MPATHY-023936,3,disappointed,train
MPATHY-023938,3,furious,train
MPATHY-023939,3,disgusted,train
MPATHY-023940,3,faithful,train
MPATHY-023941,3,caring,train
MPATHY-023942,4,prepared,train
MPATHY-023944,3,anxious,train
MPATHY-023946,3,content,train
MPATHY-023947,3,angry,train
MPATHY-023948,4,hopeful,train
MPATHY-023949,3,caring,train
MPATHY-023950,3,nostalgic,train
MPATHY-023951,3,content,train
MPATHY-023952,3,terrified,train
MPATHY-023954,3,guilty,train
MPATHY-023955,3,guilty,train
MPATHY-023956,4,disappointed,train
MPATHY-023957,3,devastated,train
MPATHY-023958,3,embarrassed,train
MPATHY-023960,3,joyful,train
MPATHY-023961,3,anticipating,train
MPATHY-023962,4,disgusted,train
MPATHY-023964,3,sentimental,train
MPATHY-023966,3,anticipating,train
MPATHY-023968,3,devastated,train
MPATHY-023971,3,disgusted,train
MPATHY-023973,3,grateful,train
MPATHY-023975,3,apprehensive,train
MPATHY-023977,3,hopeful,train
MPATHY-023978,3,afraid,train
MPATHY-023979,3,disappointed,train
MPATHY-023980,3,caring,train
MPATHY-023982,3,disappointed,train
MPATHY-023983,3,prepared,train
MPATHY-023984,3,impressed,train
MPATHY-023986,3,embarrassed,train
MPATHY-023988,3,apprehensive,train
MPATHY-023989,4,furious,train
MPATHY-023990,4,anxious,train
MPATHY-023992,3,lonely,train
MPATHY-023993,3,anticipating,train
MPATHY-023994,3,grateful,train
MPATHY-023996,3,anxious,train
MPATHY-023998,3,trusting,train
MPATHY-024001,3,faithful,train
MPATHY-024002,3,terrified,train
MPATHY-024003,3,ashamed,train
MPATHY-024004,3,content,train
MPATHY-024006,4,terrified,train
MPATHY-024007,3,jealous,train
MPATHY-024008,3,surprised,train
MPATHY-024010,4,sentimental,train
MPATHY-024012,3,guilty,train
MPATHY-024015,3,joyful,train
MPATHY-024016,4,disgusted,train
MPATHY-024019,3,terrified,train
